# GSpot Codec Database for GSpot v2.7
# rev 2.7   Feb 18, 2007
#
[video codecs]
NVT7	Not specified.	NVIDIA Corporation	http://www.nvidia.com/
NVT8	Not specified.	NVIDIA Corporation	http://www.nvidia.com/
NVT9	Not specified.	NVIDIA Corporation	http://www.nvidia.com/
NY12	Nogatech YUV 12 format.	Nogatech Ltd.	-
NYUV	Nogatech YUV 422 format.	Nogatech Ltd.	-
OSIL	LEAD ISO DeMuxer	LEAD Multimedia	http://www.leadcodecs.com/
PCL2	Pinnacle RL video codec.	Pinnacle / Avid	http://www.pinnaclesys.com/
PCLE	Studio 400 video codec.	Pinnacle / Avid	http://www.pinnaclesys.com/
PDVC	DVC codec	I-O Data Device, Inc.	-
PGVV	Radius Video Vision	Radius	-
PHMO	Photomotion	IBM Corporation	-
PIM1	MPEG-1 Realtime (Pinnacle Cards)	Pinnacle / Avid	http://www.pinnaclesys.com/
PIM2	MPEG-2 IP (Pinnacle Cards)	Pinnacle / Avid	http://www.pinnaclesys.com/
PIMJ	Pegasus Lossless JPEG	Pegasus Imaging	http://www.pegasusimaging.com/
PIXL	MiroXL, Pinnacle PCTV	Pinnacle / Avid	http://www.pinnaclesys.com/
PNG 	Apple PNG	Apple	http://www.apple.com
PNG1	Corecodec.org CorePNG Codec	-	-
PVEZ	PowerEZ	Horizons Technology	-
PVMM	PacketVideo Corporation MPEG-4	PacketVideo Corporation	-
PVW2	Pegasus Wavelet 2000 Compression	Pegasus Imaging	http://www.pegasusimaging.com/
PVWV	Pegasus Imaging Wavelet 2000	-	-
PXLT	Apple Pixlet (Wavelet)	Apple	http://www.apple.com
Q1.0	Q-Team's QPEG (www.q-team.de)	Q-Team Dr Knabe	http://www.q-team.de/
Q1.1	Q-Team's QPEG (www.q-team.de)	Q-Team Dr Knabe	http://www.q-team.de/
QDGX	Apple QuickDraw GX	Apple	http://www.apple.com
QDRW	APPLE Quickdraw Palettized Video	Apple	http://www.apple.com
QPEG	QPEG 1.1	Q-Team Dr Knabe	http://www.q-team.de/
QPEQ	Q-Team QPEG 1.1	Q-Team Dr Knabe	http://www.q-team.de/
R210	BlackMagic YUV (Quick Time)	-	-
R411	Radius DV NTSC YUV	Radius / Cinepak	http://www.cinepak.com/
R420	Radius DV PAL YUV	Radius / Cinepak	http://www.cinepak.com/
RASC	LogMeIn Screen Codec	 LogMeIn, Inc	http://www.logmein.com/
RAV_	GroupTRON ReferenceAVI codec (dummy for MPEG compressor)	-	-
RAVI	GroupTRON ReferenceAVI codec (dummy for MPEG compressor)	-	-
RAW 	Uncompressed RGB	*No codec needed	~ISOMP4
RGB 	Uncompressed BGR32	* No codec needed	-
RGB1	Uncompressed RGB332 3:3:2	-	-
RGBA	Raw RGB w/ Alpha	* No codec needed	-
RGBO	Uncompressed RGB555 5:5:5	-	-
RGBP	Uncompressed RGB565 5:6:5	-	-
RGBQ	Uncompressed RGB555X 5:5:5 BE	-	-
RGBR	Uncompressed RGB565X 5:6:5 BE	-	-
RGBT	Raw RGB w/ Transparency	* No codec needed	-
RIVA	Swizzled texture format.	NVIDIA Corporation	-
RJPG	ffmeg NuppelVideo (RTjpeg2.0)	ffmpeg	http://ffmpeg.mplayerhq.hu/
RL4 	RLE 4bpp RGB	-	-
RL8 	RLE 8bpp RGB	-	-
RLE 	Run Length Encoded	* No codec needed	-
RLE4	Same as BI_RLE4 (RLE 4bpp RGB)	* No codec needed	-
RLE8	Same as BI_RLE8 (RLE 8bpp RGB)	* No codec needed	-
RLND	Not specified.	Roland Corporation	http://www.nvidia.com/
RMP4	REALmagic MPEG-4 (unauthorized XVID copy)	http://www.sigmadesigns.com/	-
ROQV	RoQ VideoGame File	id Software	http://www.idsoftware.com/
RPZA	Apple RoadPizza	Apple	-
RT21	Indeo 2.1	Ligos / Indeo / Intel	http://www.ligos.com/
RTV0	NewTek VideoToaster (dummy format - only AVI header)	-	-
RUD0	Rududu video codec	http://rududu.ifrance.com/rududu/	-
RV10	RealVideo 1.0	RealNetworks	-
RV13	RealVideo 1.0 variant	RealNetworks	-
RV20	RealVideo 2.0	RealNetworks	-
RV30	RealVideo 3.0	RealNetworks	-
RV40	RealVideo 4.0	RealNetworks	-
RVX 	Intel RDX	Intel Corporation	-
S263	ITU H.263 video (3GPP)	~ISOMP4	-
S422	VideoCap C210	Tekram International	-
SAMR	Narrowband AMR voice	~ISOMP4	http://www.3gpp.org/
SAN3	MPEG-4 codec (direct copy of DivX 3.11a)	-	-
SANM	LucasArts Smush v2	LucasArts	http://www.lucasarts.com/
SAWB	Wideband AMR voice	~ISOMP4	http://www.3gpp.org/
SAWP	Extended AMR-WB (AMR-WB+)	~ISOMP4	http://www.3gpp.org/
SCCD	Luminositi SoftCam codec.	Luminositi, Inc.	-
SDCC	Digital Camera Codec	Sun Communications	-
SEDG	Samsung MPEG-4 codec	-	-
SEG4	Cinepak for Sega	Sega	http://www.sega.com/
SEGA	Cinepak for Sega	Sega	http://www.sega.com/
SEVC	EVRC Voice (3GPP2)	~ISOMP4	http://www.3gpp.org/
SFMC	Surface Fitting Method	CrystalNet	-
SHR0	BitJazz SheerVideo (realtime lossless)	-	-
SHR1	BitJazz SheerVideo (realtime lossless)	-	-
SHR2	BitJazz SheerVideo (realtime lossless)	-	-
SHR3	BitJazz SheerVideo (realtime lossless)	-	-
SHR4	BitJazz SheerVideo (realtime lossless)	-	-
SHR5	BitJazz SheerVideo (realtime lossless)	-	-
SHR6	BitJazz SheerVideo (realtime lossless)	-	-
SHR7	BitJazz SheerVideo (realtime lossless)	-	-
SJPG	CUseeMe Networks Codec	-	-
SL25	SoftLab-NSK DVCPRO	-	-
SL50	SoftLab-NSK DVCPRO50	-	-
SLDV	SoftLab-NSK Forward DV Draw codec	-	-
SLIF	SoftLab-NSK MPEG2 I-frames	-	-
SLMJ	SoftLab-NSK Forward MJPEG	-	-
SMC 	Apple Graphics	Apple	http://www.apple.com
SMK2	FFmpeg Smacker Video	ffmpeg	http://ffmpeg.mplayerhq.hu/
SMK4	FFmpeg Smacker Video	ffmpeg	http://ffmpeg.mplayerhq.hu/
SMP4	Samsung Camcorder	Samsung	-
SMSC	Proprietary codec	Radius	-
SMSD	Proprietary codec	Radius	-
SMSV	Wavelet Video	WorldConnect	-
SNOW	FFSNOW (Michael's wavelet codec)	ffmpeg	http://ffmpeg.mplayerhq.hu/
SP40	SunPlus YUV	-	-
SP44	SunPlus Aiptek MegaCam Codec	-	-
SP53	SunPlus Aiptek MegaCam Codec	-	-
SP54	Sunplus Sp54 Codec for Mustek GSmart Mini 2	Logitech	-
SP55	SunPlus Aiptek MegaCam Codec	-	-
SP56	SunPlus Aiptek MegaCam Codec	-	-
SP57	SunPlus Aiptek MegaCam Codec	-	-
SP58	SunPlus Aiptek MegaCam Codec	-	-
SP61	Sunplus Codec for Hama Sightcam	Sunplus Technology	
SPIG	Spigot	Radius	-
SPLC	Splash Studios ACM Audio Codec	http://splashstudios.net/	-
SPRK	Sorenson Spark	-	-
SQCP	13K Voice (3GPP2)	~ISOMP4	http://www.3gpp.org/
SQZ2	VXTreme Video Codec V2	Microsoft	http://www.microsoft.com
SSMV	SMV Voice (3GPP2)	~ISOMP4	http://www.3gpp.org/
STVA	ST CMOS Imager Data (Bayer)	ST Microelectronics	-
STVB	ST CMOS Imager Data (Nudged Bayer)	ST Microelectronics	-
STVC	ST CMOS Imager Data (Bunched)	ST Microelectronics	-
STVX	ST CMOS Imager Data (Extended CODEC  Format)	ST Microelectronics	-
STVY	ST CMOS Imager Data (Extended CODEC  Format w/ Correction)	ST Microelectronics	-
SV10	Video R1	Sorenson Media	http://www.sorenson.com/
SV3M	Sorenson SV3 module decoder.	Sorenson Vision, Inc.	-
SVQ1	Sorenson v1	Sorenson Media	http://www.sorenson.com/
SVQ3	Sorenson v3 (QT 5)	Sorenson Media	http://www.sorenson.com/
SWC1	MainConcept Motion JPEG	-	-
T420	Toshiba YUV 4:2:0	Toshiba	-
TGA 	Apple TGA w/alpha	Apple	http://www.apple.com
THEO	Theora (free, reworked VP3)	xiph.org/theora.org  (open source)	http://www.theora.org/
THRA	Theora (free, reworked VP3)	xiph.org/theora.org (open source)	http://www.theora.org/
TIFF	Apple TIFF w/alpha	Apple	http://www.apple.com
TIM2	Pinnacle RAL DVI	-	-
TLMS	Motion Intraframe Codec	TeraLogic	-
TLST	Motion Intraframe Codec	TeraLogic	-
TM10	TrueMotion 1.0	Duck (now ON2) Corp	http://www.on2.com/
TM20	TrueMotion 2.0	Duck (now ON2) Corp	http://www.on2.com/
TM2A	Duck TrueMotion Archiver 2.0	Duck (now ON2) Corporation	http://www.on2.com/
TM2X	Duck TrueMotion 2X	Duck (now ON2) Corp	http://www.on2.com/
TMIC	Motion Intraframe Codec	TeraLogic	-
TMOT	TrueMotion S	Horizons Technology	-
TR20	TrueMotion RT 2.0	Duck Corporation	-
TRLE	Akula Alpha Pro Custom AVI (LossLess)	-	-
TSCC	TechSmith Screen Capture Codec	Techsmith Corp.	-
TV10	Tecomac Low-Bit Rate Codec	Tecomac, Inc.	-
TVJP	Targa 2000 board	Pinnacle / Avid	http://www.pinnaclesys.com/
TVMJ	Targa 2000 board	Pinnacle / Avid	http://www.pinnaclesys.com/
TWOS	Uncompressed 16-bit audio	*No codec needed	~ISOMP4
TY0N	Tecomac Low-Bit Rate Codec	http://www.tecomac.com	-
TY2C	Trident Decompression Driver	Trident Microsystems	-
TY2N	Trident Codec	Trident Microsystems	http://www.tridentmicro.com/
U<Y 	Discreet UC YUV 4:2:2:4 10 bit	-	-
U<YA	Discreet UC YUV 4:2:2:4 10 bit (with Alpha-channel)	-	-
U263	UB Video H.263/H.263+/H.263++ Decoder	UB Video Inc.	http://www.scientificatlanta.com/products/customers/UBvideo.htm
UCOD	ClearVideo	eMajix.com	-
ULTI	Ultimotion	IBM Corporation	-
UMP4	UB Video MPEG 4	http://www.ubvideo.com	-
UYNV	Same as UYVY	NVIDIA Corporation	http://www.nvidia.com/
UYVP	YCbCr 4:2:2 extended precision	Evans & Sutherland	-
UYVU	SoftLab-NSK Forward YUV codec	-	-
UYVY	UYVY (packed 4:2:2)	*No codec needed	-
V210	Optibase VideoPump 10-bit 4:2:2 Component Y'CbCr	-	-
V261	Lucent VX2000S	Lucent	-
V422	24-bit YUV 4:2:2	Vitec Multimedia	-
V655	16-bit YUV 4:2:2	Vitec Multimedia	-
VBLE	MarcFD VBLE Lossless Codec	-	-
VCR1	ATI Video Codec 1	ATI Technologies	http://ati.amd.com/
VCR2	ATI Video Codec 2	ATI Technologies	http://ati.amd.com/
VCR3	ATI VCR 3.0	ATI Technologies	http://ati.amd.com/
VCR4	ATI VCR 4.0	ATI Technologies	http://ati.amd.com/
VCR5	ATI VCR 5.0	ATI Technologies	http://ati.amd.com/
VCR6	ATI VCR 6.0	ATI Technologies	http://ati.amd.com/
VCR7	ATI VCR 7.0	ATI Technologies	http://ati.amd.com/
VCR8	ATI VCR 8.0	ATI Technologies	http://ati.amd.com/
VCR9	ATI VCR 9.0	ATI Technologies	http://ati.amd.com/
VCRD	Dirac Video Codec	Open Source	http://sourceforge.net/projects/dirac/
VCWV	VideoCon wavelet.	VideoCon	-
VDCT	Video Maker Pro DIB	Vitec Multimedia	-
VDOM	VDOWave	VDONet	-
VDOW	VDOLive	VDONet	-
VDST	VirtualDub remote frameclient ICM driver	-	-
VDTZ	VideoTizer YUV Codec	Darim Vision Co.	-
VGPX	VGPixel Codec	Alaris 	-
VIDM	DivX 5.0 Pro Supported Codec	-	-
VIDS	YUV 4:2:2 CCIR 601 for V422	Vitec Multimedia	-
VIFP	VFAPI Reader Codec	http://www.yks.ne.jp/~hori/	-
VIV1	FFmpeg H263+ decoder	?	-
VIV2	Vivo H.263	Vivo Software	-
VIVO	Vivo H.263	Vivo Software	-
VIXL	Video XL	Miro (now part of Pinnacle Systems)	-
VJPG	A JPEG-based compression scheme for RGB bitmaps.	Video Communication Systems	-
VLV1	Videologic codec	VideoLogic (now PURE Digital)	-
VMNC	VMware Codec	VMware	http://www.vmware.com/
VP30	On2 VP3	On2 Technologies	http://www.on2.com
VP31	On2 VP3	On2 Technologies	http://www.on2.com
VP40	On2 VP4	On2 Technologies	http://www.on2.com
VP50	On2 VP5	On2 Technologies	http://www.on2.com
VP60	On2 VP6 / Flash	On2 Technologies	http://www.on2.com
VP61	On2 VP6 / Flash	On2 Technologies	http://www.on2.com
VP62	On2 VP6 / Flash	On2 Technologies	http://www.on2.com
VP6F	FFmpeg VP6 / Flash	ffmpeg (open source)	http://ffmpeg.mplayerhq.hu/
VP70	On2 VP7	On2 Technologies	http://www.on2.com
VP71	On2 VP7	On2 Technologies	http://www.on2.com
VP72	On2 VP7	On2 Technologies	http://www.on2.com
VQC1	Vector-quantised codec 1 (high compression)	http://eprints.ecs.soton.ac.uk/archive/00001310/01/VTC97-js.pdf	-
VQC2	Vector-quantised codec 2 (research)	http://eprints.ecs.soton.ac.uk/archive/00001310/01/VTC97-js.pdf	-
VQJP	VQ630 dual-mode digital camera.	ViewQuest Technologies Inc.	-
VQS4	VQ110 digital video camera.	ViewQuest Technologies Inc.	-
VR21	BlackMagic YUV (Quick Time)	-	-
VRBS	FFmpeg Vorbis decoder	ffmpeg	http://ffmpeg.mplayerhq.hu/
VSSH	Videosoft H.264 Codec 2	Videosoft, http://www.videosoftinc.com/	-
VSSV	Vanguard Software Solutions Video Codec	-	-
VSSW	Vanguard VSS H.264	-	-
VTC1	Not specified.	NVIDIA Corporation	http://www.nvidia.com/
VTC2	Not specified.	NVIDIA Corporation	http://www.nvidia.com/
VTC3	Not specified.	NVIDIA Corporation	http://www.nvidia.com/
VTC4	Not specified.	NVIDIA Corporation	http://www.nvidia.com/
VTC5	Not specified.	NVIDIA Corporation	http://www.nvidia.com/
VTC6	Not specified.	NVIDIA Corporation	http://www.nvidia.com/
VTC7	Not specified.	NVIDIA Corporation	http://www.nvidia.com/
VTC8	Not specified.	NVIDIA Corporation	http://www.nvidia.com/
VTC9	Not specified.	NVIDIA Corporation	http://www.nvidia.com/
VTLP	Alaris VideoGramPiX	?	-
VX1K	VX1000S Video Codec	Lucent	-
VX2K	VX2000S Video Codec	Lucent	-
VXSP	VX1000SP Video Codec	Lucent	-
VYU9	ATI YUV	ATI Technologies	http://ati.amd.com/
VYUY	ATI YUV	ATI Technologies	http://ati.amd.com/
WAKE	Unknown MJPG Variant	-	-
WBVC	W9960	Winbond Electronics	-
WHAM	Microsoft Video 1	Microsoft	http://www.microsoft.com
WINX	Winnov Software Compression	Winnov	-
WJPG	Winbond JPEG?	Winbond	-
WMS2	Reserved.	Microsoft	http://www.microsoft.com
WMV1	WMP v7	Microsoft	http://www.microsoft.com
WMV2	WMP v8	Microsoft	http://www.microsoft.com
WMV3	WMP v9 (VC-1 Simple/Main)	Microsoft	http://www.microsoft.com
WMVA	WMP v10 (VC-1 Beta)	Microsoft	http://www.microsoft.com
WMVP	WMP v9 Image	Microsoft	http://www.microsoft.com
WMVR	WMV Unknown	Microsoft	http://www.microsoft.com
WNIX	WniWni Codec	-	-
WNV1	Winnov Hardware Compression	Winnov	-
WNVA	Winnov hw compress	-	-
WPY2	Not specified.	Winnov, Inc.	-
WRLE	Apple RLE BMP	Apple	http://www.apple.com
WRPR	VideoTools VideoServer Client (wrapper for AviSynth)	-	-
WV1F	WV1F (MPEG-4 variation)	-	-
WVC1	VC-1 Adv (WMP11)	Microsoft	http://www.microsoft.com
WVLT	IllusionHope Wavelet 9/7	-	-
WVP2	Windows Media Video 9.1 Image v2	Microsoft	http://www.microsoft.com
WZCD	iScan.	CORE Co. Ltd.	-
WZDC	iSnap.	CORE Co. Ltd.	-
X263	Xirlink	Xirlink	-
X264	XiWave GNU GPL x264 MPEG-4 Codec	-	-
XJPG	Xirlink JPEG-like compressor.	Xirlink, Inc.	-
XLV0	XL Video Decoder	NetXL Inc.	-
XMPG	XING MPEG	XING Corporation	-
XVID	XviD ISO MPEG-4	xvid.org (open source)	-
XVIX	Based on XviD MPEG-4 codec	-	-
XWV0	XiWave Video Codec	-	-
XWV1	XiWave Video Codec	-	-
XWV2	XiWave Video Codec	-	-
XWV3	XiWave Video Codec (Xi-3 Video)	-	-
XWV4	XiWave Video Codec	-	-
XWV5	XiWave Video Codec	-	-
XWV6	XiWave Video Codec	-	-
XWV7	XiWave Video Codec	-	-
XWV8	XiWave Video Codec	-	-
XWV9	XiWave Video Codec	-	-
XXAN	OSI Game Codec	Origin Systems	-
XYZP	Extended PAL format XYZ palette	http://www.riff.org	-
Y211	YUV packed	*No codec needed	-
Y216	Pinnacle TARGA CineWave YUV (Quick Time)	-	-
Y411	Same as Y41P	*No codec needed	-
Y41B	YUV 4:1:1 Planar	Weitek	-
Y41P	YUV 4:1:1 Packed	*No codec needed	-
Y41T	PC1 4:1:1 with transparency	Brooktree Corporation	-
Y422	Copy of UYVY used in Pyro WebCam firewire camera	ADS Technologies	-
Y42B	YUV 4:2:2 Planar	Weitek USA	-
Y42T	UYVY with pixel transparency support	Brooktree Corporation	-
Y444	IYU2 (iRez Stealth Fire camera)	-	-
Y8  	Grayscale video	* No codec needed	-
Y800	Grayscale video	* No codec needed	-
YC12	YUV 12 codec	Intel	-
YCCK	Uncompressed YCbCr video with key data.	B.U.G., Inc.	-
YMPG	YMPEG Alpha (dummy for MPEG-2 compressor)	-	-
YU12	ATI YV12 4:2:0 Planar	ATI Technologies	http://ati.amd.com/
YU92	YUV	Intel Corporation	-
YUNV	Same as YUY2	NVIDIA Corporation	http://www.nvidia.com/
YUV2	Apple YUV 4:2:2	Apple	http://www.apple.com
YUV8	MM_WINNOV_CAVIAR_YUV8	Winnov, Inc.	-
YUV9	YUV9	Intel Corporation	-
YUVP	Extended PAL format YUV palette	http://www.riff.org	-
YUY2	YUV packed 4:2:2	*No codec needed	-
YUYP	YCbCr 4:2:2 extended precision, 10 bits per component (Y0U0Y1V0).	Evans & Sutherland	-
YUYV	BI_YUYV, Canopus	Canopus, Co., Ltd.	-
YV12	IYUV w/ U & V switched	*No codec needed	-
YV16	Elecard YUV 4:2:2 Planar	-	-
YV92	Intel's Smart Video Recorder YVU9	-	-
YVU9	Planar YUV format	*No codec needed	-
YVYU	YUV packed 4:2:2	*No codec needed	-
ZLIB	avizlib (lossless, ZLIB/PNG)	S&K LCL (Lossless Codec Library)	http://www.geocities.jp/sandk_project/
ZMBV	Zip Motion Blocks Video	Konstantin Shishkov	-
ZPEG	Video Zipper	Metheus	-
ZPG1	Not specified.	VoDeo Solutions, Inc.	-
ZPG2	Not specified.	VoDeo Solutions, Inc.	-
ZPG3	Not specified.	VoDeo Solutions, Inc.	-
ZPG4	Not specified.	VoDeo Solutions, Inc.	-
ZYGO	ZyGo Video Codec	-	-
[audio codecs]
0x0000	unknown	-	-
0x0001	PCM	Microsoft	-
0x0002	ADPCM	Microsoft	-
0x0003	IEEE FLOAT	Microsoft IEEE754	-
0x0004	VSELP	Compaq Computer Corp.	-
0x0005	IBM CVSD	IBM Corporation	-
0x0006	ALAW	Microsoft	-
0x0007	MULAW	Microsoft	-
0x0008	DTS	Microsoft	-
0x0009	Microsoft DRM	Microsoft	-
0x000A	WMSpeech	Microsoft	-
0x000B	Windows Media RT Voice	Microsoft	-
0x0010	OKI ADPCM	OKI	-
0x0011	DVI ADPCM	Intel Corporation	-
0x0012	Mediaspace ADPCM	Videologic	-
0x0013	Sierra ADPCM	Sierra Semiconductor Corp	-
0x0014	G723 ADPCM	Antex Electronics Corporation	-
0x0015	DIGISTD	DSP Solutions, Inc.	-
0x0016	DIGIFIX	DSP Solutions, Inc.	-
0x0017	Dialogic OKI ADPCM	Dialogic Corporation	-
0x0018	Mediavision ADPCM	Media Vision, Inc. 	-
0x0019	CU CODEC	Hewlett-Packard Company	-
0x001A	HP DYNAMIC VOICE	Hewlett-Packard Company	-
0x0020	Yamaha ADPCM	Yamaha Corporation of America	-
0x0021	Sonarc	Speech Compression	-
0x0022	DSP Group TrueSpeech	DSP Group, Inc	-
0x0023	ECHOSC1	Echo Speech Corporation	-
0x0024	Audiofile AF36	Virtual Music, Inc.	-
0x0025	APTX	Audio Processing Technology	-
0x0026	Audiofile AF10	Virtual Music, Inc.	-
0x0027	Prosody 1612	Aculab plc	-
0x0028	LRC	Merging Technologies S.A.	-
0x0030	Dolby AC2	Dolby Laboratories	-
0x0031	GSM 6.10	Microsoft	-
0x0032	MSNAudio	Microsoft	-
0x0033	Antex ADPCME	Antex Electronics Corporation	-
0x0034	Control Res. VQLPC	Control Resources Limited	-
0x0035	DigiReal	DSP Solutions, Inc.	-
0x0036	DigiADPCM	DSP Solutions, Inc.	-
0x0037	Control Res. CR10	Control Resources Limited	-
0x0038	NMS VBXADPCM	Natural MicroSystems	-
0x0039	CS IMAADPCM	Crystal Semiconductor IMA ADPCM 	-
0x003A	ECHOSC3	Echo Speech Corporation 	-
0x003B	Rockwell ADPCM	Rockwell International 	-
0x003C	Rockwell DIGITALK	Rockwell International 	-
0x003D	XEBEC	Xebec Multimedia Solutions Limited 	-
0x0040	G721 ADPCM	Antex Electronics Corporation	-
0x0041	G728 CELP	Antex Electronics Corporation	-
0x0042	MSG723	Microsoft	-
0x0043	IBM AVC ADPCM	IBM Corp	-
0x0044	MSG729	Microsoft	-
0x0045	ITU-T G.726 ADPCM	-	-
0x0050	MPEG (MP1/MP2)	ISO/IEC	-
0x0052	RT24	InSoft, Inc.	-
0x0053	PAC	InSoft, Inc.	-
0x0055	MP3	ISO	-
0x0059	Lucent G723	Lucent Technologies	-
0x0060	Cirrus	Cirrus Logic	-
0x0061	ESPCM	ESS Technology	-
0x0062	Voxware	Voxware Inc	-
0x0063	Canopus ATRAC	Canopus, co., Ltd.	-
0x0064	G726 ADPCM	APICOM	-
0x0065	G722 ADPCM	APICOM	-
0x0066	DSAT	Microsoft	-
0x0067	DSAT DISPLAY	Microsoft	-
0x0069	Voxware BYTE ALIGNED	Voxware Inc.	-
0x0070	Voxware AC8	Voxware Inc.	-
0x0071	Voxware AC10	Voxware Inc.	-
0x0072	Voxware AC16	Voxware Inc.	-
0x0073	Voxware AC20	Voxware Inc.	-
0x0074	Voxware RT24	Voxware Inc.	-
0x0075	Voxware RT29	Voxware Inc.	-
0x0076	Voxware RT29HW	Voxware Inc.	-
0x0077	Voxware VR12	Voxware Inc.	-
0x0078	Voxware VR18	Voxware Inc.	-
0x0079	Voxware TQ40	Voxware Inc.	-
0x007A	VOXWARE SC3	Voxware, Inc.	-
0x007B	VOXWARE SC3	Voxware, Inc.	-
0x0080	Softsound	Softsound, Ltd.	-
0x0081	Voxware TQ60	Voxware Inc	-
0x0082	MSRT24	Microsoft	-
0x0083	G729A	AT&T Labs, Inc.	-
0x0084	MVI MVI2	Motion Pixels	-
0x0085	DF G726	DataFusion Systems (Pty) (Ltd)	-
0x0086	DF GSM610	DataFusion Systems (Pty) (Ltd)	-
0x0088	ISIAUDIO	Iterated Systems, Inc.	-
0x0089	ONLIVE	OnLive! Technologies, Inc.	-
0x008A	MULTITUDE FT SX20	Multitude, Inc.	-
0x008B	G.721 ADPCM	Infocom ITS A/S	-
0x008C	CONVEDIA G729	Convedia Corporation	-
0x008D	Not specified	congruency, Inc.	WAVEFORMAT CONGRUENCY AUDIO CODEC
0x0091	SBC24	Siemens Business Communications Sys	-
0x0092	Dolby AC3 SPDIF	Sonic Foundry	-
0x0093	MediaSonic G723	MediaSonic	-
0x0094	Prosody 8KBPS	Aculab plc	-
0x0097	Zyxel ADPCM	ZyXEL Communications, Inc.	-
0x0098	Philips LPCBB	Philips Speech Processing	-
0x0099	PACKED	Studer Professional Audio AG	-
0x00A0	Malden PhonyTalk	Malden Electronics Ltd.	-
0x00A1	Racal Recorder GSM	Racal Recorders	-
0x00A2	Racal Recorder G720.a	Racal Recorders	-
0x00A3	Racal G723.1	Racal Recorders	-
0x00A4	Racal Tetra ACELP	Racal Recorders	-
0x00B0	NEC AAC	NEC Corporation	-
0x00FF	AAC	-	-
0x0100	Rhetorax ADPCM	Rhetorex Inc	-
0x0101	IRAT	BeCubed Software Inc.	-
0x0102	ALAW	IBM a-law format	-
0x0103	ADPCM	IBM AVC Adaptive Differential Pulse Code Modulation	-
0x0111	Vivo G723	Vivo Software	-
0x0112	Vivo SIREN	Vivo Software	-
0x0120	PHILIPS CELP	Philips Speech Processing	-
0x0121	PHILIPS GRUNDIG	Philips Speech Processing	-
0x0123	DEC G723	Digital Equipment Corporation	-
0x0125	Sanyo LD ADPCM	Sanyo Electric Co., Ltd.	-
0x0130	Sipro Lab ACEPLNET	Sipro Lab Telecom Inc.	-
0x0131	Sipro Lab ACELP4800	Sipro Lab Telecom Inc.	-
0x0132	Sipro Lab ACELP8V3	Sipro Lab Telecom Inc.	-
0x0133	Sipro Lab G729	Sipro Lab Telecom Inc.	-
0x0134	Sipro Lab G729A	Sipro Lab Telecom Inc.	-
0x0135	Sipro Lab KELVIN	Sipro Lab Telecom Inc.	-
0x0136	VOICEAGE AMR	VoiceAge Corporation	-
0x0140	G726ADPCM	Dictaphone Corporation	-
0x0141	CELP68	Dictaphone Corporation	-
0x0142	CELP54	Dictaphone Corporation	-
0x0150	Qualcomm Purevoice	Qualcomm, Inc.	-
0x0151	Qualcomm Halfrate	Qualcomm, Inc.	-
0x0155	TUBGSM	Ring Zero Systems, Inc.	-
0x0160	WMA v1	Microsoft	-
0x0161	WMA v2	Microsoft	-
0x0162	Windows Media Audio 9 Professional	Microsoft, Inc.	-
0x0163	Windows Media Audio 9 Lossless	Microsoft, Inc.	-
0x0164	WMA Pro over S/PDIF	Microsoft	-
0x0170	UNISYS NAP ADPCM	Unisys Corporation	-
0x0171	UNISYS NAP ULAW	Unisys Corporation	-
0x0172	UNISYS NAP ALAW	Unisys Corporation	-
0x0173	UNISYS NAP 16K	Unisys Corporation	-
0X0174	MM SYCOM ACM SYC008	SyCom Technologies	-
0x0175	MM SYCOM ACM SYC701 G726L	SyCom Technologies	-
0x0176	MM SYCOM ACM SYC701 CELP54	SyCom Technologies	-
0x0177	MM SYCOM ACM SYC701 CELP68	SyCom Technologies	-
0x0178	KNOWLEDGE ADVENTURE ADPCM	Knowledge Adventure, Inc.	-
0x0180	MPEG2AAC	Fraunhofer IIS	-
0x0190	DTS DS	Digital Theater Systems, Inc.	-
0x0200	Creative ADPCM	Creative Labs, Inc	-
0x0202	Creative FASTSPEECH8	Creative Labs, Inc	-
0x0203	Creative FASTSPEECH10	Creative Labs, Inc	-
0x0210	UHER ADPCM	UHER informatic GmbH	-
0x0215	Ulead DV Audio	Ulead Systems, Inc	-
0x0216	Ulead DV Audio	Ulead Systems, Inc	-
0x0220	Quarterdeck	Quarterdeck Corporation	-
0x0230	I-Link VC	I-link Worldwide	-
0x0240	RAW SPORT	Aureal Semiconductor	-
0x0241	ESST AC3	ESS Technology	
0x0250	IPI HSX	Interactive Products, Inc.	-
0x0251	IPI RPELP	Interactive Products, Inc.	-
0x0260	CS2	Consistent Software	-
0x0270	Sony SCX	Sony Corp.	-
0x0271	SONY SCY	Sony Corporation	-
0x0272	SONY ATRAC3	Sony Corporation	-
0x0273	SONY SPC	Sony Corporation	-
0x0280	TELUM	Telum Inc.	-
0x0281	TELUMIA	Telum Inc.	-
0x0285	Norcom Voice Systems ADPCM	Norcom Electronics Corporation	-
0x0300	FM TOWNS SND	Fujitsu Corp.	-
0x0301	Not specified	Fujitsu Corporation	-
0x0302	Not specified	Fujitsu Corporation	-
0x0303	Not specified	Fujitsu Corporation	-
0x0304	Not specified	Fujitsu Corporation	-
0x0305	Not specified	Fujitsu Corporation	-
0x0306	Not specified	Fujitsu Corporation	-
0x0307	Not specified	Fujitsu Corporation	-
0x0308	Not specified	Fujitsu Corporation	-
